marca_masina;anul_fabricatiei;pretul;km_parcursi;tip_combustibil;tip_caroserie;tip_cutie_de_viteza
Citroen;2018;7390;199900;Diesel;Hatchback;Manual?
Dacia;2016;4000;307000;Benzin?;Berlin?;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Renault;2019;7950;100000;Benzin?;Hatchback;Manual?
Fiat;2010;2500;200000;GPL;Hatchback;Manual?
Peugeot;2009;2380;120000;Benzin?;Berlin?;Manual?
Skoda;2016;6950;144000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2008;7200;105000;Diesel;Berlin?;Automat?
Renault;2011;4800;220000;Diesel;Break;Manual?
Peugeot;2008;3500;177200;Benzin?;Berlin?;Manual?
Volkswagen;2008;5600;201000;Benzin?;Berlin?;Automat?
Volkswagen;2008;2950;294000;Diesel;Break;Manual?
Volkswagen;2008;2790;350;Benzin?;Hatchback;Manual?
Dacia;2013;6850;130000;Diesel;SUV;Manual?
BMW;2011;6990;236000;Diesel;Hatchback;Automat?
Nissan;2017;13440;196000;Diesel;SUV;Manual?
Volkswagen;2010;7950;199000;Benzin?;Hatchback;Automat?
Jeep;2018;15800;98700;Diesel;SUV;Manual?
Dacia;2012;6440;168000;Benzin?;SUV;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Volkswagen;2010;7950;199000;Benzin?;Hatchback;Automat?
Jeep;2018;15800;98700;Diesel;SUV;Manual?
Dacia;2012;6440;168000;Benzin?;SUV;Manual?
Dacia;2014;8950;200000;Diesel;SUV;Manual?
Dacia;2014;6950;189000;Diesel;Monovolum;Manual?
Kia;2008;4899;244002;Diesel;Break;Manual?
Mercedes-Benz;2020;34300;77500;Diesel;Microbuz;Automat?
Fiat;2012;4300;189000;Diesel;Monovolum;Manual?
Volkswagen;2008;3300;206000;Diesel;Monovolum;Manual?
Ford;2015;2900;225000;Diesel;Coupe;Manual?
Volkswagen;2011;10900;168000;Diesel;SUV;Manual?
Audi;2013;9900;321000;Diesel;SUV;Manual?
Audi;2018;20500;94000;Diesel;Berlin?;Automat?
Ford;2013;7900;274000;Diesel;Microbuz;Manual?
Opel;2016;5600;199000;Benzin?;Hatchback;Manual?
Mazda;2007;5900;167000;Benzin?;Hatchback;Manual?
Audi;2010;7900;279000;Diesel;Break;Automat?
Nissan;2012;5500;212000;Diesel;Microbuz;Manual?
Ford;2012;5500;199000;Diesel;Microbuz;Manual?
Ford;2011;5600;188000;Diesel;Microbuz;Manual?
Volkswagen;2016;13900;221000;Hibrid;Hatchback;Semi-automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Peugeot;2012;7500;196120;Diesel;Monovolum;Automat?
Volkswagen;2010;7390;159000;Benzin?;SUV;Manual?
Volkswagen;2010;5890;147000;Benzin?;Hatchback;Manual?
Nissan;2024;29200;11890;Hibrid;SUV;Automat? (CVT)
Volkswagen;2011;6290;162000;Benzin?;Hatchback;Manual?
Volkswagen;2011;6200;150079;Benzin?;Hatchback;Manual?
Volkswagen;2008;4790;191000;Benzin?;Hatchback;Automat?
Volkswagen;2012;4600;2826631;Diesel;Break;Automat?
Volkswagen;2012;9999;275645;Diesel;SUV;Automat?
Hyundai;2015;6300;155425;Diesel;Break;Manual?
Volkswagen;2012;4700;186531;Diesel;Hatchback;Manual?
Fiat;2009;4990;152125;Benzin?;Hatchback;Manual?
Mitsubishi;2009;4990;225267;Benzin?;Hatchback;Manual?
Opel;2018;6700;152000;Benzin?;Autovehicul mic;Manual?
Volkswagen;2013;11300;322000;Diesel;Microbuz;Manual?
Opel;2017;7990;132000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Peugeot;2007;2500;148692;Diesel;Hatchback;Manual?
Mercedes-Benz;2012;10490;195000;Benzin?;Berlin?;Automat?
Nissan;2017;20500;54000;Diesel;SUV;Automat? (CVT)
BMW;2013;7700;230000;Diesel;SUV;Manual?
Mercedes-Benz;2015;13500;201000;Diesel;Limuzin?;Automat?
Nissan;2015;9200;50000;Benzin?;SUV;Manual?
Opel;2021;17800;74360;Diesel;Berlin?;Automat?
Seat;2008;3200;328000;Diesel;Hatchback;Manual?
Volkswagen;2009;6790;167000;Benzin?;Hatchback;Automat?
Volkswagen;2010;7490;164000;Benzin?;SUV;Manual?
Renault;2012;8500;211000;Diesel;SUV;Manual?
Volkswagen;2019;16900;230730;Diesel;Microbuz;Manual?
Kia;2014;13250;256500;Diesel;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2020;35999;57321;Benzin?;SUV;Automat?
Volkswagen;2010;6899;25447;Benzin?;Break;Manual?
Skoda;2009;7799;229284;Benzin?;Break;Manual?
Kia;2013;6999;217000;Diesel;SUV;Manual?
Nissan;2018;12300;163000;Benzin?;SUV;Manual?
Volkswagen;2012;5590;175000;Benzin?;Hatchback;Manual?
Dacia;2022;12500;4700;Benzin?;SUV;Automat?
Mitsubishi;2008;3200;140000;Benzin?;Coupe;Automat?
Volkswagen;2012;8999;182000;Benzin?;Break;Manual?
Skoda;2011;4000;145000;Diesel;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Land Rover;2016;17800;280000;Diesel;SUV;Automat?
Mercedes-Benz;2016;24500;140000;Diesel;Coupe;Automat?
Nissan;2019;15800;156800;Diesel;SUV;Manual?
Ford;2014;6300;145000;Diesel;Berlin?;Manual?
Mercedes-Benz;2013;15000;340000;Diesel;Microbuz;Manual?
BMW;2011;9500;369000;Diesel;Berlin?;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
BMW;2015;19300;1;Diesel;Berlin?;Automat?
BMW;2015;21800;1;Diesel;Coupe;Automat?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Skoda;2020;15750;195213;Diesel;Break;Automat?
Seat;2021;15990;154311;Diesel;Break;Automat?
Toyota;2019;14500;265418;Benzin?;SUV;Automat? (CVT)
Volkswagen;2019;14950;224344;Diesel;Break;Automat?
BMW;2018;21990;218950;Benzin?;Limuzin?;Automat?
Volkswagen;2020;15990;177590;Diesel;Break;Automat?
Mercedes-Benz;2020;32990;145590;Diesel;Cabrio;Automat?
Ford;2015;7650;25100;Diesel;Break;Manual?
Ford;2015;8300;191000;Diesel;Break;Manual?
Ford;2016;11890;205000;Diesel;Berlin?;Automat?
Dacia;2019;7190;123000;Benzin?;Berlin?;Manual?
Renault;2019;7990;138000;Diesel;Hatchback;Manual?
Renault;2011;3600;273398;Diesel;Break;Manual?
Volkswagen;2008;3500;299000;Diesel;SUV;Automat?
Opel;2013;4200;200000;Diesel;Break;Manual?
Skoda;2013;4650;105150;Benzin?;Hatchback;Manual?
Volkswagen;2015;7250;180265;Diesel;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Volkswagen;2015;7250;180265;Diesel;Hatchback;Manual?
Mercedes-Benz;2016;25950;198325;Diesel;Berlin?;Automat?
Citroen;2008;3950;243207;Diesel;Monovolum;Automat?
Mercedes-Benz;2018;15500;73000;Diesel;Hatchback;Automat?
Daewoo;2007;1690;76000;GPL;Berlin?;Manual?
Ford;2011;7700;237000;Benzin?;Break;Manual?
Peugeot;2021;17000;36000;Benzin?;Hatchback;Automat?
Mercedes-Benz;2007;3499;456000;Diesel;Break;Automat?
Ford;2008;3100;255000;Benzin?;Hatchback;Manual?
BMW;2009;8850;283456;Diesel;Berlin?;Automat?
Volkswagen;2013;4600;273000;Diesel;Hatchback;Manual?
Peugeot;2016;8490;158321;Benzin?;Berlin?;Manual?
Audi;2010;6650;224000;Diesel;Coupe;Manual?
Kia;2022;12300;76500;Benzin?;SUV;Manual?
Mercedes-Benz;2011;7400;175000;Benzin?;Break;Manual?
Hyundai;2012;6550;149000;Benzin?;Hatchback;Manual?
Seat;2010;4750;197000;Diesel;Hatchback;Manual?
Ford;2012;5950;163000;Benzin?;Break;Manual?
Audi;2007;2600;259000;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Toyota;2011;4990;241000;Diesel;Berlin?;Manual?
BMW;2013;10950;197000;Diesel;Berlin?;Automat?
BMW;2015;9500;228000;Diesel;Hatchback;Manual?
Seat;2014;7490;205416;Benzin?;Hatchback;Manual?
BMW;2011;13899;214819;Diesel;SUV;Automat?
Hyundai;2013;4999;155000;Diesel;Hatchback;Manual?
Renault;2014;7990;199000;Benzin?;SUV;Manual?
Dacia;2015;6490;219532;Diesel;Break;Manual?
Ford;2007;4490;250020;Benzin?;Limuzin?;Manual?
Tesla;2019;27900;84976;Electric;Hatchback;Automat?
Chevrolet;2013;8900;144115;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
BMW;2009;6490;285837;Diesel;SUV;Manual?
Audi;2021;31990;202346;Diesel;Berlin?;Automat?
Mercedes-Benz;2010;3100;206000;Diesel;Break;Manual?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
Volkswagen;2017;30000;180000;Diesel;SUV;Automat? (dublu ambreiaj)
Mercedes-Benz;2015;7990;256000;Diesel;Microbuz;Manual?
Ford;2007;2990;200000;Diesel;Berlin?;Manual?
Mini;2012;6800;240000;Diesel;SUV;Manual?
Peugeot;2012;4000;231000;Diesel;Break;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Peugeot;2012;4000;231000;Diesel;Break;Manual?
Kia;2012;11000;200000;Diesel;SUV;Automat?
Hyundai;2016;10799;187000;Diesel;SUV;Manual?
Volkswagen;2011;3500;155000;Benzin?;Hatchback;Manual?
Skoda;2013;5450;174661;Benzin?;Hatchback;Manual?
Mazda;2019;19000;47500;Hibrid;SUV;Manual?
Nissan;2016;15299;81500;Diesel;SUV;Manual?
Skoda;2007;2999;158000;Benzin?;Hatchback;Manual?
Volkswagen;2007;3000;225000;Diesel;Cabrio;Manual?
BMW;2010;5250;256000;Diesel;Break;Automat?
Audi;2007;2999;295000;Diesel;Berlin?;Manual?
Jaguar;2015;10999;256000;Diesel;Berlin?;Automat?
Audi;2009;7500;233000;Diesel;Cabrio;Automat?
BMW;2011;10999;295000;Diesel;Berlin?;Automat?
BMW;2009;4899;232000;Diesel;Break;Manual?
Dacia;2016;5550;190000;Diesel;Break;Manual?
Ford;2007;3000;149045;Benzin?;Berlin?;Manual?
Renault;2019;15500;111000;Diesel;Berlin?;Manual?
BMW;2017;16800;85000;Diesel;SUV;Automat?
Audi;2016;15900;200659;Diesel;Break;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2015;6990;221924;Diesel;Break;Manual?
Mazda;2014;12850;83000;Diesel;SUV;Automat? (CVT)
Skoda;2010;8490;259000;Diesel;Berlin?;Manual?
Nissan;2007;5500;254562;Diesel;SUV;Manual?
BMW;2010;12500;307000;Diesel;Berlin?;Automat?
Skoda;2011;7350;270000;Diesel;Break;Automat?
Renault;2014;6750;139000;Diesel;Break;Manual?
Volkswagen;2010;4990;251098;Benzin?;Monovolum;Manual?
Mercedes-Benz;2012;12800;230000;Diesel;Cabrio;Automat?
Volkswagen;2013;4600;370000;Diesel;Break;Manual?
Volkswagen;2009;5290;237000;Diesel;Break;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Dacia;2018;7800;150000;Benzin?;Hatchback;Manual?
Dacia;2016;5250;230000;Diesel;Pick-up;Manual?
Volkswagen;2017;7800;140000;Diesel;Hatchback;Manual?
Volkswagen;2015;13500;608;Diesel;Monovolum;Automat?
Volkswagen;2017;11500;135000;Benzin?;Berlin?;Manual?
Volkswagen;2012;6790;258000;Diesel;Berlin?;Manual?
Renault;2017;19100;89500;Benzin?;Berlin?;Automat? (dublu ambreiaj)
Skoda;2013;7000;297000;Diesel;Break;Manual?
Mercedes-Benz;2013;4990;380000;Diesel;Berlin?;Manual?
Seat;2010;4990;267099;Benzin?;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
BMW;2009;5500;253000;Diesel;Berlin?;Manual?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Volkswagen;2010;5300;320000;Diesel;Monovolum;Manual?
Volkswagen;2012;11550;229000;Diesel;Berlin?;Automat?
BMW;2022;23850;32500;Benzin?;Hatchback;Automat?
Volkswagen;2019;24850;69500;Benzin?;SUV;Automat? (dublu ambreiaj)
Nissan;2011;2150;176000;Diesel;Berlin?;Manual?
BMW;2011;2450;177000;Diesel;Berlin?;Manual?
BMW;2013;3450;188000;Diesel;Berlin?;Manual?
Opel;2014;6750;178000;Benzin?;Break;Manual?
Ford;2007;1350;300274;Diesel;Break;Manual?
BMW;2011;10600;248000;Diesel;SUV;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Dacia;2017;6490;153000;Benzin?;Break;Manual?
BMW;2012;12150;242000;Diesel;SUV;Manual?
Mercedes-Benz;2021;108000;47000;Benzin?;Berlin?;Automat?
BMW;2016;32500;85000;Diesel;Berlin?;Automat?
Volkswagen;2018;9500;96000;Benzin?;Break;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Seat;2007;1900;236851;Benzin?;Autovehicul mic;Manual?
Ford;2014;4500;151000;Benzin?;Hatchback;Manual?
Renault;2017;9900;232946;Diesel;Break;Manual?
Fiat;2012;3700;237806;Diesel;Autovehicul mic;Manual?
Peugeot;2016;9100;109100;Diesel;SUV;Manual?
Hyundai;2013;9499;191000;Diesel;SUV;Automat?
Seat;2019;11000;217000;Benzin?;Hatchback;Automat?
BMW;2020;18790;189362;Diesel;SUV;Automat?
BMW;2018;16993;148526;Diesel;SUV;Automat?
BMW;2019;13447;149858;Diesel;Monovolum;Automat?
Volkswagen;2009;3800;200000;Diesel;Break;Manual?
BMW;2020;18980;189506;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2018;16540;138505;Diesel;Break;Automat?
Opel;2018;11543;158605;Diesel;Berlin?;Manual?
BMW;2018;17790;229782;Diesel;Berlin?;Manual?
Volkswagen;2018;11990;183944;Diesel;Break;Automat?
Opel;2017;6950;239055;Diesel;Break;Automat?
Ford;2018;11490;240036;Diesel;Berlin?;Automat?
BMW;2011;9500;315000;Diesel;Berlin?;Manual?
Mercedes-Benz;2009;8300;260000;Diesel;Microbuz;Manual?
Ford;2014;4450;180000;Benzin?;Break;Manual?
Volkswagen;2015;9950;220000;Diesel;Break;Manual?
Renault;2020;8950;30000;Benzin?;Hatchback;Manual?
Volkswagen;2013;6900;240000;Diesel;Break;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2009;3100;298500;Diesel;Break;Manual?
BMW;2014;12500;277950;Diesel;Berlin?;Manual?
BMW;2012;12250;264500;Diesel;Berlin?;Automat?
Volvo;2014;7950;277821;Diesel;Hatchback;Manual?
Volvo;2013;7800;210000;Diesel;Berlin?;Manual?
Hyundai;2016;17200;123000;Diesel;SUV;Automat?
Volkswagen;2019;22500;107000;Diesel;Berlin?;Automat?
Audi;2018;39500;140000;Hibrid;Berlin?;Automat?
Skoda;2013;7400;262000;Diesel;Hatchback;Manual?
Volkswagen;2013;5950;182005;Benzin?;Hatchback;Manual?
Opel;2009;2800;197000;Benzin?;Hatchback;Automat?
Seat;2015;8990;255119;Diesel;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Dacia;2019;9000;90000;Diesel;Break;Manual?
BMW;2011;8990;196000;Diesel;SUV;Automat?
Kia;2017;12999;261000;Hibrid;SUV;Automat? (CVT)
Hyundai;2015;10850;142000;Diesel;SUV;Manual?
Toyota;2013;10800;213800;Benzin?;Break;Automat?
