marca_masina,anul_fabricatiei,pretul,km_parcursi,tip_combustibil,tip_caroserie,tip_cutie_de_viteza
Volkswagen,2021,15990,198461,Diesel,Break,Automată
Hyundai,2007,3200,115500,Benzină,Berlină,Manuală
Kia,2018,19200,130000,Diesel,SUV,Automată
Hyundai,2011,5330,187000,Benzină,Hatchback,Manuală
Volkswagen,2010,6790,138000,Benzină,Hatchback,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Volkswagen,2010,5990,157000,Benzină,Hatchback,Manuală
Volkswagen,2010,5100,143000,Benzină,Hatchback,Manuală
Skoda,2019,7190,269000,Benzină,Berlină,Manuală
BMW,2007,6500,147000,Diesel,Limuzină,Automată
Volkswagen,2013,6650,174098,Benzină,Autovehicul mic,Manuală
Audi,2021,45000,12000,Benzină,SUV,Automată
Nissan,2019,16800,54000,Benzină,SUV,Manuală
Volkswagen,2011,4250,180961,Benzină,Break,Manuală
Skoda,2011,4250,279812,Diesel,Break,Manuală
Ford,2011,4990,273453,Diesel,Hatchback,Manuală
Dacia,2016,6390,213418,Benzină,Hatchback,Manuală
Dacia,2010,3990,122764,Benzină,Hatchback,Manuală
Citroen,2013,3590,172000,Benzină,Hatchback,Manuală
Skoda,2017,12300,136000,Diesel,Berlină,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2011,9449,255000,Diesel,Hatchback,Automată
Audi,2019,28500,156000,Diesel,SUV,Automată
Audi,2016,17500,190000,Diesel,SUV,Automată
Mini,2007,3988,132500,Benzină,Coupe,Manuală
BMW,2011,12738,242000,Diesel,Break,Automată
Opel,2020,16950,77300,Diesel,SUV,Manuală
Volvo,2011,2400,173000,Diesel,Berlină,Manuală
Ford,2011,5390,197000,Benzină,Break,Manuală
Audi,2016,15999,174000,Diesel,Break,Automată
Volvo,2015,8000,211000,Diesel,Hatchback,Manuală
Volkswagen,2014,7500,231000,Diesel,Break,Manuală
Renault,2010,4150,210000,GPL,Break,Manuală
Ford,2011,5190,231000,Benzină,Hatchback,Manuală
Renault,2016,5800,230000,Diesel,Microbuz,Manuală
Volkswagen,2013,7999,205000,Benzină,Hatchback,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Skoda,2018,11990,210000,Diesel,Break,Automată
Volvo,2013,7200,220000,Diesel,Hatchback,Manuală
Mitsubishi,2007,1850,1,Diesel,Monovolum,Manuală
Volkswagen,2012,7200,157690,Diesel,Hatchback,Automată
Dacia,2012,7440,64000,Benzină,SUV,Manuală
Kia,2013,8950,241000,Diesel,SUV,Manuală
Nissan,2014,10700,222500,Diesel,SUV,Manuală
Opel,2008,1600,226000,Diesel,Break,Manuală
Renault,2017,9550,220000,Diesel,Hatchback,Automată
Volkswagen,2010,7950,120000,Benzină,Hatchback,Automată
Kia,2012,6330,98000,Benzină,Hatchback,Manuală
Volkswagen,2009,5950,153000,Benzină,Hatchback,Manuală
Nissan,2011,6330,260000,Diesel,SUV,Manuală
Dacia,2013,7550,192000,Diesel,SUV,Manuală
Nissan,2012,7770,215000,Diesel,Hatchback,Manuală
Nissan,2017,16500,44000,Benzină,SUV,Automată (CVT)
Nissan,2011,7950,169000,Benzină,SUV,Manuală
Skoda,2022,1650,200000,Benzină,Break,Manuală
Kia,2010,5330,157000,Benzină,Break,Manuală
Opel,2015,6500,150000,Benzină,Berlină,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Dacia,2013,7550,176000,Diesel,SUV,Manuală
Volkswagen,2010,8550,137000,Benzină,Hatchback,Automată
Dacia,2012,4850,260000,Benzină,Break,Manuală
Volkswagen,2016,30000,185000,Diesel,SUV,Automată (dublu ambreiaj)
Opel,2010,5550,145000,Benzină,Hatchback,Automată
Hyundai,2011,5990,83000,Benzină,Hatchback,Manuală
Hyundai,2012,5440,138000,Benzină,Break,Manuală
Hyundai,2014,8440,139000,Benzină,Hatchback,Manuală
Hyundai,2012,6330,99000,Benzină,Hatchback,Manuală
Opel,2012,6330,136000,Benzină,Hatchback,Automată
BMW,2013,12400,225,Diesel,Berlină,Automată
Skoda,2015,5950,166000,Benzină,Hatchback,Manuală
Volkswagen,2010,8330,124000,Benzină,Hatchback,Automată
Opel,2013,5599,156394,Benzină,Hatchback,Manuală
Volkswagen,2011,7990,198000,Benzină,Hatchback,Automată
Dacia,2019,13550,181000,Diesel,SUV,Manuală
Hyundai,2015,10550,234000,Diesel,SUV,Manuală
Opel,2008,5950,141000,Benzină,Hatchback,Automată
Ford,2009,5850,166000,Benzină,Hatchback,Automată
Fiat,2013,5699,104769,Benzină,Hatchback,Manuală
Ford,2009,5850,166000,Benzină,Hatchback,Automată
Hyundai,2012,6330,130000,Benzină,Hatchback,Manuală
Ford,2011,5550,146000,Benzină,Hatchback,Manuală
Mercedes-Benz,2012,15500,160000,Diesel,Monovolum,Automată
Volkswagen,2011,8550,118000,Benzină,Hatchback,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Dacia,2013,5950,234000,Benzină,Monovolum,Manuală
Opel,2015,9699,247113,Diesel,Monovolum,Manuală
Opel,2011,7750,163000,Benzină,Hatchback,Automată
Mitsubishi,2014,9699,267837,Benzină,SUV,Manuală
Hyundai,2011,5550,79000,Benzină,Hatchback,Manuală
Mazda,2010,8899,250282,Diesel,SUV,Manuală
Kia,2013,6440,123000,Benzină,Break,Manuală
Volkswagen,2009,8550,153000,Benzină,Hatchback,Automată
Volkswagen,2019,17899,31803,Benzină,SUV,Manuală
Volkswagen,2009,7990,100000,Benzină,Hatchback,Automată
Hyundai,2012,5440,193000,Benzină,Hatchback,Manuală
Opel,2010,5990,82000,Benzină,Hatchback,Manuală
Volkswagen,2011,8850,168000,Benzină,Hatchback,Automată
Opel,2011,6550,124000,Benzină,Hatchback,Manuală
Mercedes-Benz,2020,41999,69000,Diesel,SUV,Automată
Toyota,2010,5950,124000,Benzină,Hatchback,Manuală
Volkswagen,2012,8990,143000,Benzină,Hatchback,Automată
Skoda,2012,4850,176000,Benzină,Hatchback,Manuală
Ford,2019,9990,43000,Benzină,Hatchback,Manuală
Toyota,2013,9990,182000,Benzină,Hatchback,Automată
Volkswagen,2012,6950,60000,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Volkswagen,2010,8950,120000,Benzină,Hatchback,Automată
BMW,2015,12699,245450,Diesel,Berlină,Manuală
Audi,2009,3750,246400,Benzină,Hatchback,Manuală
Volkswagen,2012,4800,227000,Benzină,Hatchback,Manuală
Volkswagen,2010,4990,190000,Benzină,Hatchback,Manuală
Nissan,2011,8750,115000,Benzină,SUV,Manuală
Skoda,2012,5750,188000,Benzină,Hatchback,Manuală
Volkswagen,2010,8550,150000,Benzină,Hatchback,Automată
Opel,2012,7850,140000,Benzină,Hatchback,Automată
Ford,2012,8330,149000,Benzină,Break,Manuală
Skoda,2011,5850,176000,Benzină,Hatchback,Manuală
Opel,2010,6330,158000,Benzină,Hatchback,Automată
Peugeot,2011,6300,60000,Benzină,Hatchback,Automată
Hyundai,2011,6220,111000,Benzină,Hatchback,Manuală
Dacia,2013,6330,200000,Diesel,Monovolum,Manuală
Hyundai,2013,7550,185000,Benzină,Break,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Skoda,2014,6750,138000,Benzină,Break,Manuală
Ford,2011,6440,116000,Benzină,Hatchback,Manuală
Mercedes-Benz,2017,26500,37400,Benzină,Limuzină,Automată
Toyota,2022,20500,72079,Hibrid,Break,Automată (CVT)
Nissan,2019,29350,77500,Electric,Hatchback,Automată
Volkswagen,2012,4300,287000,Diesel,Hatchback,Manuală
Opel,2009,5700,233200,Diesel,SUV,Manuală
Nissan,2015,8900,154000,Benzină,SUV,Manuală
BMW,2011,8990,255000,Diesel,SUV,Manuală
BMW,2014,15830,162410,Diesel,Berlină,Automată
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Ford,2019,7990,149000,Diesel,Hatchback,Manuală
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
Toyota,2010,3499,240000,Diesel,Hatchback,Manuală
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Ford,2018,7650,169000,Diesel,Break,Manuală
Opel,2020,9690,94000,Diesel,Microbuz,Manuală
Dacia,2019,7690,61000,Benzină,Berlină,Manuală
BMW,2013,10999,275000,Diesel,Berlină,Manuală
Opel,2019,8190,157000,Benzină,Berlină,Manuală
Audi,2012,11999,261000,Diesel,Berlină,Manuală
Opel,2018,10990,175000,Diesel,Berlină,Manuală
Renault,2019,7990,138000,Diesel,Hatchback,Manuală
Dacia,2017,8690,255000,Diesel,SUV,Manuală
Hyundai,2016,13700,240000,Diesel,SUV,Manuală
Skoda,2014,6500,285000,Diesel,Break,Automată
Kia,2013,6390,224968,Diesel,SUV,Manuală
Mercedes-Benz,2007,11500,420000,Diesel,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2017,16500,209000,Diesel,Break,Automată
BMW,2018,31535,75500,Benzină,Limuzină,Automată (dublu ambreiaj)
Mitsubishi,2013,7999,184000,Benzină,SUV,Manuală
Ford,2020,13100,110000,Diesel,SUV,Manuală
Volkswagen,2011,4400,200000,Benzină,Berlină,Manuală
Nissan,2012,5200,175000,Diesel,SUV,Manuală
Citroen,2017,7950,139300,Diesel,Hatchback,Manuală
Renault,2007,2250,720000,Diesel,Monovolum,Manuală
Alfa Romeo,2012,4650,173258,Benzină,Coupe,Automată
Opel,2007,4000,115000,Diesel,Coupe,Manuală
Dacia,2018,6250,84516,Diesel,Monovolum,Manuală
Nissan,2011,5999,199000,Diesel,SUV,Manuală
Volkswagen,2009,5690,205262,Benzină,Break,Automată
Nissan,2014,11990,248154,Diesel,SUV,Manuală
Dacia,2023,10300,37000,Electric,Hatchback,Automată
Hyundai,2018,16000,32000,Benzină,Hatchback,Automată (dublu ambreiaj)
Audi,2011,7850,265000,Diesel,Break,Manuală
Opel,2018,10500,57700,Benzină,Hatchback,Manuală
Nissan,2015,10790,205000,Diesel,SUV,Manuală
Audi,2009,6790,210000,Diesel,Break,Manuală
Volkswagen,2008,6499,192000,Benzină,Berlină,Manuală
Mini,2015,14500,182000,Diesel,Hatchback,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Mini,2014,17500,200900,Benzină,SUV,Manuală
Toyota,2016,16300,129500,Hibrid,Hatchback,Automată (CVT)
Dacia,2019,11000,2600,Electric,Autovehicul mic,Automată
Skoda,2019,11000,62000,Benzină,Berlină,Manuală
Kia,2018,16200,128000,Hibrid,SUV,Automată
Kia,2019,13999,208000,Hibrid,SUV,Automată
Audi,2013,7499,218000,Diesel,Hatchback,Manuală
Ford,2013,5999,19999,Diesel,Monovolum,Manuală
SsangYong,2013,6999,137000,Diesel,SUV,Automată
Hyundai,2014,8499,196000,Diesel,SUV,Manuală
Peugeot,2016,6900,105000,Benzină,Hatchback,Manuală
Audi,2015,11500,214860,Diesel,Limuzină,Automată
Citroen,2008,4699,212054,Diesel,Monovolum,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2008,5899,267885,Diesel,Break,Automată
Volkswagen,2016,9999,252000,Diesel,Break,Automată
BMW,2010,10399,250224,Diesel,SUV,Automată
Skoda,2010,4990,343938,Diesel,Break,Manuală
Volkswagen,2016,9000,274500,Diesel,Hatchback,Automată
Volkswagen,2008,2950,280000,Diesel,Break,Manuală
Mercedes-Benz,2009,8400,155000,Diesel,SUV,Automată
Audi,2010,8990,285965,Diesel,Limuzină,Manuală
Ford,2020,16000,54264,Benzină,Berlină,Automată (dublu ambreiaj)
BMW,2021,17890,185000,Diesel,Break,Automată
Peugeot,2009,2150,258000,GPL,Berlină,Manuală
Renault,2008,9200,361000,Diesel,Microbuz,Automată
Renault,2015,7700,236419,Diesel,Break,Manuală
Renault,2012,7500,237730,Diesel,Break,Manuală
Renault,2012,6700,237730,Diesel,Hatchback,Manuală
Audi,2015,23000,123000,Diesel,SUV,Automată (dublu ambreiaj)
Opel,2007,2490,184536,Benzină,Hatchback,Manuală
Seat,2011,4490,195854,Diesel,Hatchback,Manuală
Mitsubishi,2015,8790,188940,Diesel,SUV,Automată
BMW,2009,5890,255281,Benzină,Berlină,Manuală
Volkswagen,2012,5990,241321,Diesel,Break,Automată
Volkswagen,2007,2990,187716,Benzină,Break,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Suzuki,2010,2500,115000,Benzină,SUV,Automată
Skoda,2019,11000,57000,Benzină,Berlină,Manuală
Toyota,2019,13990,78000,Hibrid,SUV,Automată (CVT)
Skoda,2019,20990,168000,Diesel,SUV,Automată
Audi,2020,59990,159000,Diesel,Berlină,Automată
Volvo,2019,25990,107000,Benzină,SUV,Automată
Nissan,2019,16990,126000,Diesel,SUV,Automată
BMW,2020,27990,129000,Diesel,SUV,Automată
Kia,2020,18490,119000,Diesel,SUV,Automată
Volkswagen,2018,21990,176000,Diesel,SUV,Automată
BMW,2019,28490,159000,Diesel,SUV,Automată
Skoda,2018,13490,168000,Diesel,Break,Automată
Nissan,2020,17990,119000,Diesel,SUV,Automată (CVT)
Mitsubishi,2022,22140,80000,Hibrid,SUV,Automată
Mercedes-Benz,2018,25990,195000,Diesel,SUV,Automată
Jeep,2021,17990,100000,Benzină,SUV,Automată
Hyundai,2018,18990,196000,Diesel,SUV,Automată
Toyota,2019,29990,86000,Hibrid,SUV,Automată
Audi,2018,27990,139000,Diesel,SUV,Automată
Nissan,2015,14490,89000,Benzină,SUV,Automată (CVT)
Lexus,2018,28900,64000,Hibrid,SUV,Automată (CVT)
Hyundai,2018,18990,96000,Diesel,SUV,Automată
Volkswagen,2018,15990,207000,Diesel,Monovolum,Automată
Volkswagen,2020,18490,137000,Diesel,Break,Automată
Volvo,2019,34990,119000,Hibrid,SUV,Automată
Volvo,2018,36990,168000,Diesel,SUV,Automată
Volvo,2020,29990,25000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Volkswagen,2020,16500,199000,Diesel,Monovolum,Automată
Volvo,2018,26000,175000,Diesel,SUV,Automată
BMW,2021,30990,169000,Diesel,SUV,Automată
Volvo,2021,33000,107000,Diesel,SUV,Automată
Skoda,2020,17990,169000,Benzină,SUV,Automată
Ford,2015,1980,219000,Diesel,SUV,Automată
Volvo,2020,38000,12900,Diesel,SUV,Automată
BMW,2010,4990,257889,Diesel,Hatchback,Manuală
Volvo,2019,24990,138000,Diesel,SUV,Automată
Volvo,2021,34990,149000,Diesel,SUV,Automată
Ford,2015,6990,235887,Diesel,Break,Manuală
Toyota,2019,18990,79000,Hibrid,Break,Automată (CVT)
Nissan,2017,13490,119000,Diesel,SUV,Manuală
Volvo,2020,44990,138000,Diesel,SUV,Automată
Renault,2019,10490,169000,Diesel,Break,Automată
Volkswagen,2011,6650,173337,Benzină,Hatchback,Automată
Nissan,2020,16990,128000,Diesel,SUV,Manuală
Volvo,2018,24990,179000,Diesel,SUV,Automată
Peugeot,2013,8990,189000,Hibrid,Berlină,Automată
BMW,2010,9990,209000,Diesel,Coupe,Manuală
Volvo,2019,24990,166000,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Volkswagen,2019,17490,175000,Diesel,Monovolum,Automată
Volvo,2019,26990,119000,Diesel,SUV,Automată
Volkswagen,2019,15500,110000,Diesel,Hatchback,Automată
Skoda,2019,26990,179000,Diesel,SUV,Automată
Nissan,2015,12990,139000,Diesel,SUV,Manuală
Volkswagen,2021,35990,26000,Diesel,SUV,Automată
Audi,2018,19990,179000,Diesel,SUV,Automată
Skoda,2018,16990,178000,Diesel,Break,Automată
Lexus,2018,31990,44000,Hibrid,SUV,Automată (CVT)
Renault,2018,11990,179000,Diesel,Break,Manuală
Nissan,2015,13990,157000,Diesel,SUV,Automată (CVT)
Volkswagen,2016,16400,222207,Diesel,Break,Manuală
BMW,2019,28990,158000,Diesel,SUV,Automată
Nissan,2018,13990,199000,Diesel,SUV,Manuală
Volkswagen,2016,14990,228000,Diesel,Monovolum,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Skoda,2019,20990,127000,Benzină,SUV,Automată
Nissan,2019,17990,159000,Diesel,SUV,Automată (CVT)
Renault,2016,12990,103000,Benzină,Break,Automată
Volvo,2019,26990,148000,Diesel,SUV,Automată
Renault,2017,14490,69000,Diesel,Break,Automată
Dacia,2014,4990,279000,Diesel,Break,Manuală
Lexus,2018,26990,95000,Diesel,SUV,Automată
Mazda,2012,8000,200000,Diesel,SUV,Automată
Renault,2018,12990,169000,Diesel,Hatchback,Manuală
BMW,2011,11990,265000,Diesel,Berlină,Automată
Skoda,2020,14990,107000,Diesel,Berlină,Automată
Volkswagen,2018,7990,360000,Diesel,Break,Manuală
Toyota,2018,22990,96000,Diesel,SUV,Automată
Volkswagen,2018,8990,308000,Diesel,Berlină,Manuală
Ford,2019,7690,139000,Benzină,Hatchback,Manuală
Volvo,2017,31990,167000,Diesel,SUV,Automată
Volvo,2018,26990,15900,Diesel,SUV,Automată
Nissan,2016,12990,137000,Diesel,SUV,Manuală
Skoda,2017,11500,131000,Diesel,Berlină,Manuală
Volvo,2019,29990,138000,Diesel,SUV,Automată
BMW,2019,28990,166000,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
BMW,2019,28990,166000,Diesel,SUV,Automată
Renault,2020,13490,169000,Diesel,Break,Automată
Audi,2017,30990,157000,Diesel,SUV,Automată
BMW,2013,12990,207000,Diesel,SUV,Automată
BMW,2019,23990,176000,Diesel,SUV,Automată
Audi,2015,24990,139000,Diesel,Berlină,Automată
Renault,2019,11790,174000,Diesel,Break,Manuală
Volkswagen,2009,4999,225000,Benzină,Coupe,Manuală
Volvo,2018,26990,159000,Diesel,SUV,Automată
Mercedes-Benz,2007,3550,285000,Diesel,Hatchback,Automată
Ford,2012,7990,269000,Diesel,SUV,Automată
Dacia,2019,12490,179000,Diesel,SUV,Manuală
Opel,2011,9500,296000,Diesel,Microbuz,Automată
Renault,2017,13490,159000,Diesel,Break,Automată
Nissan,2015,12990,147000,Diesel,SUV,Manuală
Nissan,2015,14990,115000,Benzină,SUV,Manuală
Volkswagen,2019,25990,119000,Diesel,SUV,Automată
Nissan,2017,15490,107000,Diesel,SUV,Manuală
Nissan,2016,14490,149000,Diesel,SUV,Automată (CVT)
Peugeot,2008,1900,132600,Benzină,Hatchback,Manuală
Mercedes-Benz,2019,46990,99000,Diesel,SUV,Automată
Volkswagen,2018,12490,165000,Diesel,Break,Automată
Volvo,2018,39990,126000,Diesel,SUV,Automată
Volkswagen,2017,15990,189000,Diesel,Break,Automată
Volvo,2019,31000,99000,Diesel,SUV,Automată
BMW,2017,18990,158000,Diesel,Berlină,Automată
Skoda,2017,23490,169000,Diesel,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Renault,2018,14200,109000,Diesel,Break,Automată
Skoda,2019,13690,178000,Diesel,Berlină,Automată
Volkswagen,2017,24990,149000,Diesel,Berlină,Automată
Audi,2017,26500,192000,Diesel,SUV,Automată
Skoda,2020,18490,159000,Diesel,SUV,Automată
Lexus,2018,30990,89000,Hibrid,SUV,Automată (CVT)
BMW,2017,27990,159000,Diesel,Berlină,Automată
Renault,2016,15990,179000,Diesel,Monovolum,Automată
Renault,2017,12990,176000,Diesel,Monovolum,Automată
BMW,2016,16550,250000,Diesel,SUV,Automată
Toyota,2012,6250,219945,Diesel,SUV,Automată
Audi,2011,6800,273000,Diesel,Break,Automată
Dacia,2019,8349,66000,Benzină,Berlină,Manuală
Mazda,2015,13990,188000,Diesel,SUV,Automată
Audi,2020,26950,184000,Benzină,Berlină,Automată
Hyundai,2020,11449,89800,Benzină,Hatchback,Manuală
Seat,2019,17449,166000,Benzină,SUV,Manuală
Volkswagen,2016,18950,236000,Diesel,SUV,Automată
Skoda,2019,16990,178000,Diesel,Berlină,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2011,6800,273000,Diesel,Break,Automată
Dacia,2019,8349,66000,Benzină,Berlină,Manuală
Mazda,2015,13990,188000,Diesel,SUV,Automată
Audi,2020,26950,184000,Benzină,Berlină,Automată
Hyundai,2020,11449,89800,Benzină,Hatchback,Manuală
Seat,2019,17449,166000,Benzină,SUV,Manuală
Volkswagen,2016,18950,236000,Diesel,SUV,Automată
Skoda,2019,16990,178000,Diesel,Berlină,Automată
Opel,2018,9950,23000,Benzină,SUV,Manuală
Skoda,2019,11449,204000,Benzină,Break,Manuală
Dacia,2019,8950,178000,Diesel,Monovolum,Manuală
Ford,2019,11950,110000,Benzină,Hatchback,Automată
Volkswagen,2019,12449,147000,Benzină,Break,Automată
Volkswagen,2019,18449,138000,Diesel,Berlină,Automată
Jaguar,2016,15749,189870,Diesel,Berlină,Automată
Volkswagen,2019,12489,141000,Benzină,Break,Automată
Jaguar,2010,8500,218143,Diesel,Berlină,Automată
Renault,2018,9499,187330,Benzină,Hatchback,Manuală
Dacia,2018,8989,90546,Benzină,Berlină,Manuală
BMW,2016,20949,146000,Benzină,Berlină,Automată
Mercedes-Benz,2019,35949,71000,Benzină,SUV,Automată
Dacia,2019,12988,86000,Benzină,SUV,Manuală
BMW,2020,53498,46000,Benzină,SUV,Automată
Skoda,2018,13989,171900,Diesel,Berlină,Automată
BMW,2015,21949,282000,Diesel,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Citroen,2012,10000,232931,Diesel,Berlină,Automată
Volkswagen,2018,15450,133000,Benzină,SUV,Manuală
Renault,2019,11748,179078,Diesel,SUV,Automată
Nissan,2018,16990,75514,Benzină,SUV,Automată
Opel,2017,8450,92000,Benzină,Berlină,Manuală
Audi,2014,16490,215000,Diesel,SUV,Automată
Renault,2017,16450,67000,Diesel,SUV,Automată
Skoda,2020,22949,170000,Diesel,SUV,Manuală
Toyota,2019,17648,77000,Benzină,Berlină,Automată
Audi,2014,9450,123000,Benzină,Coupe,Manuală
Opel,2019,10489,78000,Diesel,Hatchback,Manuală
Kia,2012,10990,254545,Diesel,SUV,Automată
BMW,2019,54450,138000,Benzină,SUV,Automată
Audi,2011,13450,256000,Diesel,Berlină,Manuală
Volkswagen,2013,8500,205000,Benzină,Hatchback,Manuală
Audi,2019,35949,99900,Hibrid,Berlină,Automată
BMW,2010,13750,188000,Diesel,SUV,Automată
Mazda,2015,12500,233134,Diesel,SUV,Manuală
Dacia,2018,6999,213000,Diesel,Berlină,Manuală
Toyota,2019,17748,73000,Benzină,Berlină,Automată
Nissan,2014,12990,204151,Diesel,SUV,Automată
Toyota,2018,9949,74000,Benzină,Hatchback,Manuală
Audi,2011,14490,220000,Benzină,SUV,Automată
Mercedes-Benz,2011,17950,183000,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2012,11000,147882,Diesel,SUV,Manuală
Volkswagen,2011,14750,252566,Diesel,SUV,Automată
Toyota,2019,17489,79000,Benzină,Berlină,Automată
Opel,2019,16949,72000,Diesel,Berlină,Manuală
Skoda,2018,15988,80000,Diesel,Berlină,Automată
Mercedes-Benz,2016,25950,88000,Diesel,SUV,Automată
Audi,2012,15750,239657,Diesel,SUV,Automată
Volkswagen,2018,16949,80000,Diesel,Hatchback,Automată
Volkswagen,2012,13750,165000,Diesel,SUV,Automată
Volkswagen,2018,15949,62000,Diesel,Hatchback,Automată
Renault,2017,13489,207000,Diesel,Hatchback,Automată
Toyota,2016,6500,91632,Benzină,Hatchback,Manuală
Volkswagen,2019,18449,131000,Diesel,Berlină,Automată
Skoda,2018,14448,181000,Diesel,Berlină,Automată
Renault,2018,10949,134000,Diesel,Hatchback,Manuală
Mercedes-Benz,2018,32950,192000,Diesel,SUV,Automată
BMW,2015,26450,198000,Diesel,SUV,Automată
Peugeot,2015,8950,110000,Benzină,SUV,Manuală
Nissan,2018,18900,45500,Diesel,SUV,Automată (CVT)
Audi,2009,7490,204000,Benzină,Berlină,Manuală
Volkswagen,2012,10950,250000,Diesel,SUV,Manuală
BMW,2018,12949,235000,Benzină,Hatchback,Automată
BMW,2019,78949,87000,Diesel,SUV,Automată
Mercedes-Benz,2009,11490,239000,Diesel,SUV,Automată
Toyota,2019,14949,79000,Benzină,Berlină,Manuală
Volkswagen,2016,21450,244000,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Land Rover,2016,21450,165000,Diesel,SUV,Automată
Ford,2019,12649,77614,Benzină,Hatchback,Automată
Volkswagen,2013,13490,241000,Diesel,SUV,Automată
BMW,2015,14450,220000,Diesel,SUV,Manuală
Kia,2012,6799,215000,Diesel,SUV,Manuală
Dacia,2019,12499,184000,Diesel,SUV,Manuală
BMW,2012,12450,210852,Benzină,Berlină,Automată
Skoda,2015,12950,216000,Diesel,Berlină,Manuală
BMW,2010,12990,243000,Diesel,Berlină,Automată
Opel,2019,15449,64900,Diesel,Berlină,Manuală
BMW,2014,32450,180000,Diesel,SUV,Automată
Skoda,2019,12449,189700,Benzină,Berlină,Manuală
Audi,2011,12990,196950,Benzină,SUV,Manuală
Seat,2018,12449,100000,Benzină,Hatchback,Manuală
