marca_masina,anul_fabricatiei,pretul,km_parcursi,tip_combustibil,tip_caroserie,tip_cutie_de_viteza
Volkswagen,2010,6899,25447,Benzină,Break,Manuală
Skoda,2009,7799,229284,Benzină,Break,Manuală
Kia,2013,6999,217000,Diesel,SUV,Manuală
Nissan,2018,12300,163000,Benzină,SUV,Manuală
Volkswagen,2012,5590,175000,Benzină,Hatchback,Manuală
Dacia,2022,12500,4700,Benzină,SUV,Automată
Mitsubishi,2008,3200,140000,Benzină,Coupe,Automată
Volkswagen,2012,8999,182000,Benzină,Break,Manuală
Skoda,2011,4000,145000,Diesel,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Land Rover,2016,17800,280000,Diesel,SUV,Automată
Mercedes-Benz,2016,24500,140000,Diesel,Coupe,Automată
Nissan,2019,15800,156800,Diesel,SUV,Manuală
Ford,2014,6300,145000,Diesel,Berlină,Manuală
Mercedes-Benz,2013,15000,340000,Diesel,Microbuz,Manuală
BMW,2011,9500,369000,Diesel,Berlină,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
BMW,2015,19300,1,Diesel,Berlină,Automată
BMW,2015,21800,1,Diesel,Coupe,Automată
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Skoda,2020,15750,195213,Diesel,Break,Automată
Seat,2021,15990,154311,Diesel,Break,Automată
Toyota,2019,14500,265418,Benzină,SUV,Automată (CVT)
Volkswagen,2019,14950,224344,Diesel,Break,Automată
BMW,2018,21990,218950,Benzină,Limuzină,Automată
Volkswagen,2020,15990,177590,Diesel,Break,Automată
Mercedes-Benz,2020,32990,145590,Diesel,Cabrio,Automată
Ford,2015,7650,25100,Diesel,Break,Manuală
Ford,2015,8300,191000,Diesel,Break,Manuală
Ford,2016,11890,205000,Diesel,Berlină,Automată
Dacia,2019,7190,123000,Benzină,Berlină,Manuală
Renault,2019,7990,138000,Diesel,Hatchback,Manuală
Renault,2011,3600,273398,Diesel,Break,Manuală
Volkswagen,2008,3500,299000,Diesel,SUV,Automată
Opel,2013,4200,200000,Diesel,Break,Manuală
Skoda,2013,4650,105150,Benzină,Hatchback,Manuală
Volkswagen,2015,7250,180265,Diesel,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Volkswagen,2015,7250,180265,Diesel,Hatchback,Manuală
Mercedes-Benz,2016,25950,198325,Diesel,Berlină,Automată
Citroen,2008,3950,243207,Diesel,Monovolum,Automată
Mercedes-Benz,2018,15500,73000,Diesel,Hatchback,Automată
Daewoo,2007,1690,76000,GPL,Berlină,Manuală
Ford,2011,7700,237000,Benzină,Break,Manuală
Peugeot,2021,17000,36000,Benzină,Hatchback,Automată
Mercedes-Benz,2007,3499,456000,Diesel,Break,Automată
Ford,2008,3100,255000,Benzină,Hatchback,Manuală
BMW,2009,8850,283456,Diesel,Berlină,Automată
Volkswagen,2013,4600,273000,Diesel,Hatchback,Manuală
Peugeot,2016,8490,158321,Benzină,Berlină,Manuală
Audi,2010,6650,224000,Diesel,Coupe,Manuală
Kia,2022,12300,76500,Benzină,SUV,Manuală
Mercedes-Benz,2011,7400,175000,Benzină,Break,Manuală
Hyundai,2012,6550,149000,Benzină,Hatchback,Manuală
Seat,2010,4750,197000,Diesel,Hatchback,Manuală
Ford,2012,5950,163000,Benzină,Break,Manuală
Audi,2007,2600,259000,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Toyota,2011,4990,241000,Diesel,Berlină,Manuală
BMW,2013,10950,197000,Diesel,Berlină,Automată
BMW,2015,9500,228000,Diesel,Hatchback,Manuală
Seat,2014,7490,205416,Benzină,Hatchback,Manuală
BMW,2011,13899,214819,Diesel,SUV,Automată
Hyundai,2013,4999,155000,Diesel,Hatchback,Manuală
Renault,2014,7990,199000,Benzină,SUV,Manuală
Dacia,2015,6490,219532,Diesel,Break,Manuală
Ford,2007,4490,250020,Benzină,Limuzină,Manuală
Tesla,2019,27900,84976,Electric,Hatchback,Automată
Chevrolet,2013,8900,144115,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
BMW,2009,6490,285837,Diesel,SUV,Manuală
Audi,2021,31990,202346,Diesel,Berlină,Automată
Mercedes-Benz,2010,3100,206000,Diesel,Break,Manuală
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
Volkswagen,2017,30000,180000,Diesel,SUV,Automată (dublu ambreiaj)
Mercedes-Benz,2015,7990,256000,Diesel,Microbuz,Manuală
Ford,2007,2990,200000,Diesel,Berlină,Manuală
Mini,2012,6800,240000,Diesel,SUV,Manuală
Peugeot,2012,4000,231000,Diesel,Break,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Peugeot,2012,4000,231000,Diesel,Break,Manuală
Kia,2012,11000,200000,Diesel,SUV,Automată
Hyundai,2016,10799,187000,Diesel,SUV,Manuală
Volkswagen,2011,3500,155000,Benzină,Hatchback,Manuală
Skoda,2013,5450,174661,Benzină,Hatchback,Manuală
Mazda,2019,19000,47500,Hibrid,SUV,Manuală
Nissan,2016,15299,81500,Diesel,SUV,Manuală
Skoda,2007,2999,158000,Benzină,Hatchback,Manuală
Volkswagen,2007,3000,225000,Diesel,Cabrio,Manuală
BMW,2010,5250,256000,Diesel,Break,Automată
Audi,2007,2999,295000,Diesel,Berlină,Manuală
Jaguar,2015,10999,256000,Diesel,Berlină,Automată
Audi,2009,7500,233000,Diesel,Cabrio,Automată
BMW,2011,10999,295000,Diesel,Berlină,Automată
BMW,2009,4899,232000,Diesel,Break,Manuală
Dacia,2016,5550,190000,Diesel,Break,Manuală
Ford,2007,3000,149045,Benzină,Berlină,Manuală
Renault,2019,15500,111000,Diesel,Berlină,Manuală
BMW,2017,16800,85000,Diesel,SUV,Automată
Audi,2016,15900,200659,Diesel,Break,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2015,6990,221924,Diesel,Break,Manuală
Mazda,2014,12850,83000,Diesel,SUV,Automată (CVT)
Skoda,2010,8490,259000,Diesel,Berlină,Manuală
Nissan,2007,5500,254562,Diesel,SUV,Manuală
BMW,2010,12500,307000,Diesel,Berlină,Automată
Skoda,2011,7350,270000,Diesel,Break,Automată
Renault,2014,6750,139000,Diesel,Break,Manuală
Volkswagen,2010,4990,251098,Benzină,Monovolum,Manuală
Mercedes-Benz,2012,12800,230000,Diesel,Cabrio,Automată
Volkswagen,2013,4600,370000,Diesel,Break,Manuală
Volkswagen,2009,5290,237000,Diesel,Break,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Dacia,2018,7800,150000,Benzină,Hatchback,Manuală
Dacia,2016,5250,230000,Diesel,Pick-up,Manuală
Volkswagen,2017,7800,140000,Diesel,Hatchback,Manuală
Volkswagen,2015,13500,608,Diesel,Monovolum,Automată
Volkswagen,2017,11500,135000,Benzină,Berlină,Manuală
Volkswagen,2012,6790,258000,Diesel,Berlină,Manuală
Renault,2017,19100,89500,Benzină,Berlină,Automată (dublu ambreiaj)
Skoda,2013,7000,297000,Diesel,Break,Manuală
Mercedes-Benz,2013,4990,380000,Diesel,Berlină,Manuală
Seat,2010,4990,267099,Benzină,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
BMW,2009,5500,253000,Diesel,Berlină,Manuală
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Volkswagen,2010,5300,320000,Diesel,Monovolum,Manuală
Volkswagen,2012,11550,229000,Diesel,Berlină,Automată
BMW,2022,23850,32500,Benzină,Hatchback,Automată
Volkswagen,2019,24850,69500,Benzină,SUV,Automată (dublu ambreiaj)
Nissan,2011,2150,176000,Diesel,Berlină,Manuală
BMW,2011,2450,177000,Diesel,Berlină,Manuală
BMW,2013,3450,188000,Diesel,Berlină,Manuală
Opel,2014,6750,178000,Benzină,Break,Manuală
Ford,2007,1350,300274,Diesel,Break,Manuală
BMW,2011,10600,248000,Diesel,SUV,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Dacia,2017,6490,153000,Benzină,Break,Manuală
BMW,2012,12150,242000,Diesel,SUV,Manuală
Mercedes-Benz,2021,108000,47000,Benzină,Berlină,Automată
BMW,2016,32500,85000,Diesel,Berlină,Automată
Volkswagen,2018,9500,96000,Benzină,Break,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Seat,2007,1900,236851,Benzină,Autovehicul mic,Manuală
Ford,2014,4500,151000,Benzină,Hatchback,Manuală
Renault,2017,9900,232946,Diesel,Break,Manuală
Fiat,2012,3700,237806,Diesel,Autovehicul mic,Manuală
Peugeot,2016,9100,109100,Diesel,SUV,Manuală
Hyundai,2013,9499,191000,Diesel,SUV,Automată
Seat,2019,11000,217000,Benzină,Hatchback,Automată
BMW,2020,18790,189362,Diesel,SUV,Automată
BMW,2018,16993,148526,Diesel,SUV,Automată
BMW,2019,13447,149858,Diesel,Monovolum,Automată
Volkswagen,2009,3800,200000,Diesel,Break,Manuală
BMW,2020,18980,189506,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2018,16540,138505,Diesel,Break,Automată
Opel,2018,11543,158605,Diesel,Berlină,Manuală
BMW,2018,17790,229782,Diesel,Berlină,Manuală
Volkswagen,2018,11990,183944,Diesel,Break,Automată
Opel,2017,6950,239055,Diesel,Break,Automată
Ford,2018,11490,240036,Diesel,Berlină,Automată
BMW,2011,9500,315000,Diesel,Berlină,Manuală
Mercedes-Benz,2009,8300,260000,Diesel,Microbuz,Manuală
Ford,2014,4450,180000,Benzină,Break,Manuală
Volkswagen,2015,9950,220000,Diesel,Break,Manuală
Renault,2020,8950,30000,Benzină,Hatchback,Manuală
Volkswagen,2013,6900,240000,Diesel,Break,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2009,3100,298500,Diesel,Break,Manuală
BMW,2014,12500,277950,Diesel,Berlină,Manuală
BMW,2012,12250,264500,Diesel,Berlină,Automată
Volvo,2014,7950,277821,Diesel,Hatchback,Manuală
Volvo,2013,7800,210000,Diesel,Berlină,Manuală
Hyundai,2016,17200,123000,Diesel,SUV,Automată
Volkswagen,2019,22500,107000,Diesel,Berlină,Automată
Audi,2018,39500,140000,Hibrid,Berlină,Automată
Skoda,2013,7400,262000,Diesel,Hatchback,Manuală
Volkswagen,2013,5950,182005,Benzină,Hatchback,Manuală
Opel,2009,2800,197000,Benzină,Hatchback,Automată
Seat,2015,8990,255119,Diesel,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Dacia,2019,9000,90000,Diesel,Break,Manuală
BMW,2011,8990,196000,Diesel,SUV,Automată
Kia,2017,12999,261000,Hibrid,SUV,Automată (CVT)
Hyundai,2015,10850,142000,Diesel,SUV,Manuală
Toyota,2013,10800,213800,Benzină,Break,Automată
